timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-12T07:15:20,codecarbon,fa56939a-6d55-485d-bbd1-0d2f3948769f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0866998480632901,1.6507010907850317e-06,1.9039261632615948e-05,22.5,130.96071728987613,23.439019203186035,5.41528312896844e-07,3.100835813993341e-06,5.529332670018837e-07,4.195297393892069e-06,United States,USA,north carolina,,,Linux-6.9.3-76060903-generic-x86_64-with-glibc2.35,3.10.12,2.8.0,16,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz,1,1 x NVIDIA GeForce RTX 3080 Laptop GPU,-79.9792,35.9507,62.504051208496094,machine,N,1.0
2024-12-12T07:22:02,codecarbon,b9ac5404-da24-4a53-8d30-ccd28e0dc6f4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0834586129058152,2.6389738325301427e-06,3.162014968435048e-05,22.5,248.5165478312936,23.439019203186035,5.212630683672614e-07,5.6544489680093735e-06,5.31304820865432e-07,6.707016857242067e-06,United States,USA,north carolina,,,Linux-6.9.3-76060903-generic-x86_64-with-glibc2.35,3.10.12,2.8.0,16,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz,1,1 x NVIDIA GeForce RTX 3080 Laptop GPU,-79.9792,35.9507,62.504051208496094,machine,N,1.0
2024-12-12T07:39:11,codecarbon,1fc0a43a-53df-4215-8bc2-8936dc0daf77,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0790824028663337,3.1417030850605764e-06,3.972695531736347e-05,22.5,324.0570826881146,23.439019203186035,4.938935555401259e-07,6.987505590014265e-06,5.033164632958203e-07,7.984715608850211e-06,United States,USA,north carolina,,,Linux-6.9.3-76060903-generic-x86_64-with-glibc2.35,3.10.12,2.8.0,16,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz,1,1 x NVIDIA GeForce RTX 3080 Laptop GPU,-79.9792,35.9507,62.504051208496094,machine,N,1.0
2024-12-12T07:41:48,codecarbon,dd5cd68a-e6bb-403b-bc1f-b123354db290,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.07893929816782475,3.9151088086015153e-07,4.959644815029903e-06,22.5,0.0,23.439019203186035,4.930575567414053e-07,0.0,5.019769696923591e-07,9.950345264337644e-07,United States,USA,north carolina,,,Linux-6.9.3-76060903-generic-x86_64-with-glibc2.35,3.10.12,2.8.0,16,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz,1,1 x NVIDIA GeForce RTX 3080 Laptop GPU,-79.9792,35.9507,62.504051208496094,machine,N,1.0
